str_no_string|¡NO STRING!
str_npc15_intro_response_1|Sí. ¿En qué os concierne esto, si puedo preguntarlo?
str_npc16_intro_response_1|Podría ser. ¿Cuál es vuestra historia?
str_npc1_intro_response_2|Atrás, señor, y mantened vuestra mano alejada de mi monedero.
str_npc2_intro_response_2|Tengo mejores cosas que hacer.
str_npc3_intro_response_2|Dejadme ahora, muchacha. Tengo cosas que hacer.
str_npc4_intro_response_2|¿Eh? No, gracias, no queremos nada.
str_npc5_intro_response_2|No tengo tiempo para eso.
str_npc6_intro_response_2|Sin duda. Bueno, pues buena suerte.
str_npc7_intro_response_2|Claro. Entonces no os molestaré.
str_npc8_intro_response_2|Nada en absoluto, de alguien tan excepcionalmente poco cortés. Buenos días.
str_npc9_intro_response_2|¡Traedlo vos mismo!
str_npc10_intro_response_2|Ésas son palabras propias de un rebelde, y no me interesan. Buenos días.
str_npc11_intro_response_2|No lo creo, señora.
str_npc12_intro_response_2|Lo lamento, me temo que tengo otros compromisos ahora mismo.
str_npc13_intro_response_2|No, y no puedo decir que me apetezca especialmente conoceros.
str_npc14_intro_response_2|Nada en absoluto. Mis disculpas.
str_npc15_intro_response_2|Os agradecería que os ocuparais de vuestros propios asuntos, señor.
str_npc16_intro_response_2|Ocupaos de vuestros propios asuntos, muchacha.
str_npc1_backstory_a|Bueno, {señor/señora}, es una larga historia...
str_npc2_backstory_a|Es una historia muy trágica, {señor/señora}.
str_npc3_backstory_a|¡Buena pregunta, y os la responderé!
str_npc4_backstory_a|¿En serio? Bueno, tal vez pueda perdonar vuestra ignorancia. Nuestras tierras ancestrales están muy lejos, más allá de las montañas.
str_npc5_backstory_a|Soy Baheshtur, hijo de Azabei, nieto de Badzan. Si no fuerais {un bárbaro/una bárbara}, por mi linaje sabríais que soy un Khergita Roan de las tierras altas, de la tribu de Shamir, del clan Dulam, de la familia de Ubayn, del valle Pantash, y podríais adivinar por qué estoy tan lejos de mi hogar.
str_npc6_backstory_a|He cometido el mayor de los pecados, {señor/señora} y para mi vergüenza, debo hacer de vos mi {confesor/confesora}, si es que queréis escucharme.
str_npc7_backstory_a|¿Mala racha? Podría decirse que sí.
str_npc8_backstory_a|Ah. Bueno, si es que queréis saberlo, os lo diré.
str_npc9_backstory_a|Mis más sinceras disculpas. A veces es difícil reconocer a la gente entre el humo y la penumbra de este lugar. Aún no puedo creer que tenga que vivir en un sitio así.
str_npc10_backstory_a|Es una larga historia, pero si pedís un trago os la contaré de buen grado.
str_npc11_backstory_a|Bueno, conseguí vender mi vagón y cerámicas, {muchacho/niña}. Por una vez, tengo dinero para gastar y la intención de aprovecharlo al máximo.
str_npc12_backstory_a|Os lo contaré, pero debéis saber que es una historia llena de injusticias. Os lo advierto de antemano, pues si sois una persona de temperamento fuerte podríais enfureceros con los abusos que he tenido que soportar y ello pudiera causaros malestar.
str_npc13_backstory_a|¿No? Entonces tal vez hayáis oído hablar de mi corcel, que cabalga por las llanuras de Calradia como un rayo de luna. ¿O de mi espada, que conoce la sangre de los príncipes de la tierra?
str_npc14_backstory_a|Muy bien. No me importa. Me llamo Lazalet.
str_npc15_backstory_a|Soy un ingeniero especializado en el arte de las fortificaciones. Si necesitáis tirar cualquier muro, yo puedo hacerlo, si me dais tiempo. Si necesitáis volverlo a levantar, también, aunque llevará más tiempo y os costará más dinero. Y no debéis escatimar en los costes tampoco, a menos que queráis que vuestro edificio se caiga bajo vuestros pies, como ya ha pasado con alguno.
str_npc16_backstory_a|Bueno, {señor/señora}, he sentido debilidad por las cosas bonitas desde que tengo uso de razón, y eso me ha metido en problemas, sabéis.
str_npc1_backstory_b|Tuve un pequeño problema una vez, con un caballo que encontré atado a la entrada de una taberna. Era idéntico a la bestia que unos días antes me había tirado al suelo y había huido. Naturalmente, lo desaté para mirarlo mejor. Pero tal parece que el caballo pertenecía a un mercader, un viejo feo y amargado que no quiso aceptar que se trataba de un simple malentendido y fue corriendo a buscar a las autoridades.
str_npc2_backstory_b|Hace un tiempo salí de Geroia con una caravana de bienes. Esperaba poder venderlos en Sargoth y ganar bastante dinero. Pero quién iba a saber... fuimos emboscados por un grupo de salteadores Khergitas que se escaparon con la mayoría de los bienes y caballos. Dos días después, los guardias de mi propia caravana me robaron el resto.
str_npc3_backstory_b|Mi padre, un mercader muy conocido, decidió que tenía que casarme con uno de sus socios, un hombre que ya superaba con creces los 30 años de edad. He sido una hija obediente durante toda mi vida, pero ésa era una proposición ridícula y horrenda. ¡Así que me escapé!
str_npc4_backstory_b|Como todos los hombres de mi familia, vengo de tierras lejanas con la intención de hacerme un nombre en la profesión de las armas, antes de regresar a mi casa a tomar posesión de mis propiedades. Por desgracia, las autoridades de estas tierras no comprenden el código de los guerreros y se han empeñado en llamarme bribón y bandido, poniendo precio a mi cabeza. Estaréis de acuerdo en que es algo totalmente calumnioso para un caballero aventurero.
str_npc5_backstory_b|Desde que se recuerda, mi gente ha estado enfrentada a la tribu Humyan, muchos de los cuales se asentaron en el valle colindante. Multitud de hombres de ambos bandos han perecido en este conflicto, incluyendo a dos de mis hermanos. El mismísimo Khan ordenó el alto al fuego para reservar hombres para luchar en las guerras de Calradia. Pero conozco mis derechos, y la sangre de mis hermanos clama venganza. Abordé y maté a un Humyan en un sendero de las montañas y me escapé de mi aldea esa misma noche, sin siquiera haber podido despedirme de mi padre. Pasaré algún tiempo en Calradia, un año o dos, y regresaré a mi tierra cuando los hombres del Khan se hayan olvidado. Los Humyan no olvidarán, claro, pero ése es el precio del honor.
str_npc6_backstory_b|Yo era un capitán de caballería al servicio del señor {s19} en {s20}. Mi hermano servía conmigo. Pero ambos estábamos enamorados de la misma mujer, una cortesana, ¡una seductora que jugó con nuestros celos! Mi hermano y yo peleamos. Yo había bebido. Me golpeó con su guante y yo contesté con mi espada... ¡Mi propio hermano! ¡Mis manos manchadas con la sangre de los míos!
str_npc7_backstory_b|Tuve la mala suerte de nacer siendo hija de una madre débil que me casó con un borracho que me golpeaba. Tuve la mala suerte, cuando me escapé de mi marido, de que me apresara un grupo de bandidos. Tuve la mala suerte de que el único que me trataba bien, el que me enseñó a cazar y luchar, fue asesinado por sus compañeros celosos, obligándome a tener que escapar de nuevo.
str_npc8_backstory_b|Provengo de una antigua familia del norte, hija de un noble y esposa de otro. Luché al lado de mi marido, compañera tanto en la paz como en la guerra. Pero mi marido murió de peste cuando yo aún no había dado a luz a ningún hijo. Mi marido había establecido que yo debía heredar sus tierras en ausencia de herederos. Mi cuñado, maldito sea su nombre, dijo que no era nuestra costumbre que una mujer heredara un título. Era una tontería, pero con su dinero compró la lealtad de varios de los sirvientes de mi marido, y así mi cuñado pudo instalarse en mis propiedades. Entonces hice algo para lo que no me criaron... me escapé, cosa que espero no tener que volver a hacer.
str_npc9_backstory_b|Soy el hijo mayor de mi padre, su heredero. Pero mi madre murió y mi padre volvió a casarse. Su nueva esposa creyó que su hijo debía ser quien heredara. Ella no podía ir en mi contra abiertamente, pero el otro día di de comer a mi perro un guisado que habían dejado para mí, y el pobre perro murió. Acusé a mi madrastra, pero mi padre, embrujado por ella, se negó a creerme y ordenó que no volviera a aparecer por allí.
str_npc10_backstory_b|Yo era sargento en la guarnición {s19} de {s20}. Durante veinte años actué de guardia de la ciudad, recibiendo más de un trompazo en más de una lucha cruenta, hasta que pusieron como comandante de la guarnición a un principillo mocoso que casi no había salido de la cuna de su madre. Apareció delante de mí cuando estaba haciendo guardia en la torre, con mi ballesta sin tensar, por la lluvia, comprendéis... No puedo dejar que la cuerda se ceda... Pero el principillo mocoso me dijo que una ballesta sin tensar es un abandono de obligación. Dijo que haría que me dieran de latigazos... algo en mí me hizo perder los estribos. Así que abandoné mi puesto.
str_npc11_backstory_b|Durante treinta años seguí a los ejércitos de esta tierra, vendiendo viandas y bebidas, mirando sus juegos de dados y buscando chicas para ellos, y al final casi no me quedó ni un denar en el bolsillo.
str_npc12_backstory_b|Soy un filósofo nato, condenado por la envidia de los doctores cabezas huecas de mi universidad a ganarme la vida como cirujano itinerante. Un mercader de esta ciudad me contrató para curar a su hijo, que había quedado en coma al caer desde un balcón. Trepané el cráneo del paciente con éxito para reducir la hinchazón del cerebro, pero la familia ignoró mi consejo de tratar las fiebres con una tintura de corteza de sauce, y el chico terminó muriendo. El padre, en vez de recompensarme por mis esfuerzos, me acusó de hechicería... ¡a mí, un filósofo por naturaleza! Tal es la ingratitud de la humanidad.
str_npc13_backstory_b|Soy guerrero de profesión. Pero puede que también hayáis oído hablar de mis proezas como poeta, haciendo suspirar a las doncellas más reticentes. O de mis proezas en las alcobas, para las cuales debo confesar que cuento con un modesto grado de habilidad. Confieso un ligero afecto por Calradia que durante los últimos años me ha hecho visitar sus ciudades, castillos y aldeas, haciendo uso de mis talentos.
str_npc14_backstory_b|Soy el segundo hijo del conde de Geroia, de quien no tengo duda habéis oído hablar. Al carecer de herencia propia, llegué a buscar fortuna a Calradia, entrenando hombres en el arte de la batalla. Desafortunadamente, los señores aquí en {s20} no saben apreciar los métodos de disciplina necesarios para convertir a la gentuza en soldados. Les dije que era mejor azotarlos ahora que enterrarlos después, pero no me escucharon y me dijeron que me fuera con mis métodos a otra parte.
str_npc15_backstory_b|El alcaide {s19} de {s20} quería que se añadiera una nueva torre a su muralla. El problema es que a mitad de la construcción, antes de que pudiera terminar de levantar los soportes, se acabó el dinero para financiarla. Le dije que se iba a caer, y así fue. Por desgracia, el alcaide estaba encima de ella cuando ocurrió. El nuevo alcaide no sintió la necesidad de pagar las deudas de su predecesor y sugirió que se me podría acusar de asesinato si seguía insistiendo en el tema monetario.
str_npc16_backstory_b|Me crié en el castillo Malayurg como sierva esclava, trabajando junto a mi madre en las cocinas. Me divertía cazando ratones por las despensas, y era tan buena que los gatos del castillo se quedaron sin trabajo. Al final el señor del castillo se dio cuenta de que tal vez sirviera también para perseguir piezas más grandes... en ciertos menesteres que será mejor no mencionar. No hace falta decir que tuve numerosas oportunidades de hacerme con varios objetos de valor que anteriormente habían pertenecido a los enemigos de mi señor. Así fue como pude pagar para terminar con mi servidumbre, y trabajar como agente a sueldo. Mi último trabajo fue {s19} en {s20}.
str_npc1_backstory_c|Pero si pudiera unirme a un grupo más grande que pudiese defenderme, tal vez me dejarían en paz. Os lo agradecería con creces.
str_npc2_backstory_c|Así que aquí estoy, sin dinero y sin hogar.
str_npc3_backstory_c|Me casaré con quien quiera, cuando quiera. Además, pese a lo que opine mi padre, soy totalmente capaz de cuidar de mí misma. Estaba pensando en unirme a una banda de gitanos, ¡o tal vez a una tropa de mercenarios!
str_npc4_backstory_c|Pero ansío no meterme en más problemas, así que si conocéis alguna compañía de guerreros donde pudiera alistarme, os lo agradecería.
str_npc5_backstory_c|Mientras tanto, agradezco cualquier oportunidad que se me ofrezca para ganarme la vida con mi espada.
str_npc6_backstory_c|¿Creéis que hay esperanzas para un hombre como yo? ¿Podré encontrar el camino de la honradez y la rectitud, o estaré condenado a seguir a los demonios que habitan dentro de mí?
str_npc7_backstory_c|Pero no me considero desafortunada, {desconocido/desconocida}, no más que cualquier otra mujer de Calradia, esa fosa séptica, esa escoria entre las naciones, poblada por simios y chacales.
str_npc8_backstory_c|Cuando reúna el dinero suficiente para crear mi ejército regresaré y tomaré lo que es mío.
str_npc9_backstory_c|Espero poder ofrecer mi espada a un capitán que la merezca, ya que es la única profesión digna para un hombre de buena cuna como yo, aparte de poseer tierras. Mientras tanto, estoy condenado a dormir entre ladrones, vagabundos, mercaderes y demás escoria del camino.
str_npc10_backstory_c|Ahora estoy aquí emborrachándome, y me importa bien poco lo qué ocurrirá mañana.
str_npc11_backstory_c|Andar abasteciendo ejércitos no es buena vida. Se gana un poco allí y un poco aquí mientras los soldados se gastan el dinero y luego llegan las derrotas y uno tiene que empezar desde cero, endeudándose para comprar una nueva carreta y bueyes. Por eso decidí dejar el negocio, pero mi problema es que lo único que conozco es la vida en el ejército.
