str_no_string|НЕТ СТРОК!
str__the_townspeople_seem_to_have_declared_their_independence| Похоже, что жители города объявили о своей независимости.
str_to_your_husband_s11|вашему мужу, {s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate|Вы видите знамя {вашей жены/вашего мужа}, {s7}, над воротами замка.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates|Знамя {вашей жены/вашего мужа}, {s7}, развивается над воротами города.
str__the_lord_is_currently_holding_a_feast_in_his_hall|^В настоящее время правитель проводит праздник в его зале.
str__join_the_feast| (присоединиться к празднику)
str_belligerent_drunk_in_s4|Драчливый пьянчуга в {s4}
str_belligerent_drunk_not_found|Драчливый пьянчуга не найден
str_roughlooking_character_in_s4|Персонаж-грубиян в {s4}
str_roughlooking_character_not_found|Персонаж-грубиян не найден
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle|. Однако вы достаточно прославились, чтобы вас пригласили на праздник в замок лорда.
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle|{s8}. Вас также приглашают на праздник в замке.
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind|{s11} К сожалению, {s12} был ранен, и его пришлось оставить.
str_s11_also_s12_was_wounded_and_had_to_be_left_behind|{s11} Также {s12} был ранен, и его пришлось оставить.
str_with_the_s10|в {s10}
str_outside_calradia|за пределы Кальрадии
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life|Вас обвинили в предательстве {s7}. Ваши владения конфискованы, и вам настоятельно посоветовали спасаться бегством.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11|По приказу {s6}, {s4} ({s5}) обвинили в предательстве и лишили владений, так что {reg4?ей:ему} пришлось спасаться бегством. По слухам, {reg4?она была изгнана:он был изгнан} {s11}.
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection|местная знать из деревни {s1}, на которую притязает {s4}, подверглись жестокому обращению от их сюзеренов ({s3}) и обратилось к {s5} за защитой
str_villagers_from_s1_stole_some_cattle_from_s2|деревенские жители из {s1} похитили скот в {s2}
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys|жители деревни {s1} похитили женщину известного семейства из {s2}, чтобы выдать ее замуж за одного из своих.
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream|жители деревни {s1} убили нескольких крестьян из {s2} во время спора за поворот русла ручья.
str_your_new_minister_|Ваш новый министр
