1637
qstr_res_cape1 res_cape1
qstr_Forgive_me_{playerna Forgive_me,_{playername},_but_I_must_insist_you_accept_it._The_money_means_little_to_me,_and_I_owe_you_so_much._Here,_take_it,_and_let_us_speak_no_more_of_this.
qstr_{playername}_what_a_ {playername},_what_a_dear_{man/woman}_you_are,_but_I_will_not_allow_you_to_refuse_this._I_owe_you_far_more_than_I_can_say,_and_I_am_sure_you_can_put_this_money_to_far_better_use_than_I.
qstr_{s11}_asked_you_to_r {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}_by_switching_clothes_and_taking_his_place_in_prison.
qstr_{s11}_asked_you_to_re {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}.
qstr_{s11}_asked_you_to_d {s11}_asked_you_to_deliver_a_message_to_{s13},_who_is_imprisoned_at_{s14}.
qstr_You_agreed_to_challe You_agreed_to_challenge_{s13}_to_defend_{s11}'s_honour.
qstr_{s5}__Persuasion_str {s5}_(Persuasion_strength:_{reg5})
qstr_Persuasion_Attempt Persuasion_Attempt
qstr_{!}DEBUG:_Gossip_for {!}DEBUG:_Gossip_for_troop_{reg3}
qstr_{!}DEBUG:_{s3} {!}DEBUG:_{s3}
qstr_A_villager_from_{s7} A_villager_from_{s7}_begged_you_to_save_their_village_from_the_bandits_that_took_refuge_there.
qstr_You_chose_well_{sir/ You_chose_well,_{sir/madam}._My_lads_know_how_to_keep_their_word_and_earn_their_pay.
qstr_Well_done_{sir/madam Well_done,_{sir/madam}._Keep_the_money_and_wine_coming_our_way,_and_there's_no_foe_in_Europe_you_need_fear.
qstr_We_are_at_your_servi We_are_at_your_service,_{sir/madam}._Point_us_in_the_direction_of_those_who_need_hurting,_and_we'll_do_the_rest.
qstr_The_Guildmaster_of_{ The_Guildmaster_of_{s13}_has_asked_you_to_deal_with_looters_in_the_surrounding_countryside.
qstr_{s9}_of_{s3}_asked_y {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_tavern_in_{s4}_in_7_days.
qstr_Escort_the_merchant_ Escort_the_merchant_caravan_to_the_town_of_{s8}.
qstr_Merchant_{s9}_of_{s4 Merchant_{s9}_of_{s4}_asked_you_to_hunt_down_the_troublesome_bandits_in_the_vicinity_of_the_town.
qstr_Guildmaster_of_{s4}_ Guildmaster_of_{s4}_gave_you_{reg12}_pounds_to_pay_the_ransom_of_a_girl_kidnapped_by_bandits._You_are_to_meet_the_bandits_near_{s3}_and_pay_them_the_ransom_fee._After_that_you_are_to_bring_the_girl_back_to_{s4}.
qstr_Guildmaster_of_{s4}_p Guildmaster_of_{s4}_promised_you_{reg12}_pounds_if_you_can_make_sure_that_{s12}_and_{s13}_no_longer_pose_a_threat_to_a_peace_settlement_between_{s15}_and_{s14}._In_order_to_do_that,_you_must_either_convince_them_or_make_sure_they_fall_captive_and_remain_so_until_a_peace_agreement_is_made.
qstr_The_Guildmaster_of_{s The_Guildmaster_of_{s14}_has_asked_you_to_deal_with_a_group_of_bandits_terrorising_the_streets_of_{s14}._They_only_come_out_at_night,_and_only_attack_lone_travellers_on_the_streets.
qstr_Guildmaster_of_{s10} Guildmaster_of_{s10}_asked_you_to_move_a_cattle_herd_to_{s13}._You_will_earn_{reg8}_pounds_in_return.
qstr_He_is_not_commanding He_is_not_commanding_any_men_at_the_moment.
qstr_He_currently_command He_currently_commands_{reg0}_men{reg1?,_of_which_around_{reg1}_are_wounded:}.
qstr_The_elder_of_the_vil The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_packs_of_grain.
qstr_The_elder_of_the_vill The_elder_of_the_village_of_{s13}_asked_you_to_train_{reg5}_peasants_to_fight_against_local_bandits.
qstr_The_elder_of_the_villa The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_heads_of_cattle.
qstr_{s16}_and_{s15} {s16}_and_{s15}
qstr_{!}{s16}_{s15} {!}{s16},_{s15}
qstr_I_can_smell_a_fat_pu I_can_smell_a_fat_purse_a_mile_away._Methinks_yours_could_do_with_some_lightening,_eh?
qstr_Why_it_be_another_tr Why,_it_be_another_traveller,_chance_met_upon_the_road!_I_should_warn_you,_country_here's_a_mite_dangerous_for_a_good_{fellow/woman}_like_you._But_for_a_small_donation_my_boys_and_I'll_make_sure_you_get_rightways_to_your_destination,_eh?
qstr_Well_well_look_at_th Well_well,_look_at_this!_You'd_best_start_coughing_up_some_silver,_friend,_or_me_and_my_boys'll_have_to_break_you.
qstr_There_s_a_toll_for_p There's_a_toll_for_passin'_through_this_land,_payable_to_us,_so_if_you_don't_mind_we'll_just_be_collectin'_our_due_from_your_purse...
qstr_Another_fool_come_to Another_fool_come_to_throw_{him/her}self_on_my_weapon,_eh?_Fine,_let's_fight!
qstr_We_re_not_afraid_of_ We're_not_afraid_of_you,_{sirrah/wench}._Time_to_bust_some_heads!
qstr_That_was_a_mistake._ That_was_a_mistake._Now_I'm_going_to_have_to_make_your_death_long_and_painful.
qstr_Brave_words._Let_s_s Brave_words._Let's_see_you_back_them_up_with_deeds,_cur!
qstr_A_{s5}?_Well..._Yes_ A_{s5}?_Well..._Yes,_I_suppose_it_is._What_a_strange_thing_to_ask.
qstr_Eh?_No_it_most_certa Eh?_No,_it_most_certainly_is_not_a_{s5}._I'd_start_questioning_my_eyesight_if_I_were_you.
qstr_This_is_the_{reg4?to This_is_the_{reg4?town:village}_of_{s5},_{sir/madam}.
qstr_{s6}_Our_{reg4?town: {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_you_of_course,_my_{lord/lady}.
qstr_{s6}_Our_{reg4?town:v {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_{s7}_of_{s8}.
qstr_{s3}_and_{s5} {s3}_and_{s5}
qstr_{!}{s3}_{s5} {!}{s3},_{s5}
qstr_{reg20?We_mostly_pro {reg20?We_mostly_produce_{s5}_here:We_don't_produce_much_here_these_days}._If_you_would_like_to_learn_more,_you_can_speak_with_our_{reg4?guildmaster:village_elder}._He_is_nearby,_right_over_there.
qstr_{!}DEBUG____Total_pro {!}DEBUG_--_Total_production_for_{s4}:_{reg4}
qstr_{!}DEBUG____Total_ru {!}DEBUG_--_Total_rural_production_for_{s4}_region:_{reg4}
qstr_{!}DEBUG____Total_tr {!}DEBUG_--_Total_trade_for_{s4}:_{reg4}
qstr_{!}DEBUG____Total_at {!}DEBUG_--_Total_attacks_for_{s4}:_{reg4}
qstr_riot riot
qstr__1_ _1_
qstr_2 2
qstr_The_truce_between_{s The_truce_between_{s1}_and_{s2}_has_expired.
qstr_Faction_color: Faction_color:
qstr_® ®
qstr_Your_political_party Your_political_party:
qstr_Workers_riot_in_{s1} Workers_riot_in_{s1}!_Initially_peaceful,_protest_demonstration_turned_into_angry_crowd_destroying_everything_on_their_way_in_{s2}.
qstr_Crowd_disperses_afte Crowd_disperses_after_police_started_shooting,_with_some_rioters_trying_to_shoot_back._Police_reported_at_least_{reg10}_policemen_and_{reg11}_civilians_wounded.
qstr_Crowd_disperses_after Crowd_disperses_after_police_started_shooting,_with_some_rioters_trying_to_shoot_back._Police_reported_at_least_{reg12}_policemen_and_{reg13}_civilians_wounded.
qstr_As_the_riot_went_wid As_the_riot_went_widespread,_the_government_dispatched_police_units_to_calm_down_the_situation,_they_tried_to_suppress_the_riot_with_as_little_casualty_as_possible_by_mostly_non-lethal_means._The_riot_has_been_ended_but_both_police_units_and_rioters_suffered_casualties._Among_the_casualties,_(number)_were_killed_and_(number)_wounded_in_the_riot.^^Socialist_movement_popularity_decreased_by_5%,_radicalism_increased_by_5%.
qstr_As_the_riot_went_wide As_the_riot_went_widespread,_the_government_dispatched_police_units_to_suppress_the_rioters,_they_used_deadly_force_against_the_rioters._The_rioters_suffered_many_casualties_and_some_fled_the_scene,_only_ended_up_getting_caught_hours_later._In_the_incident,_(number)_died_and_(number)_suffered_wounds_during_the_riot._^^Socialist_movement_popularity_decreased_by_10%,_radicalism_increased_by_10%.
qstr_{s1}_agrees_to_becom {s1}_agrees_to_become_a_protectorate!_After_taking_several_defeats_from_{s2},_{s3}_signs_agreement_to_become_part_of_{s2}.^^Effects:_{s1}_becomes_part_of_{s2}
qstr_Soviet_Russia Soviet_Russia
qstr_French_Communes French_Communes
qstr_People_s_State_of_Ge People's_State_of_Germany
qstr_Republic_of_Italy Republic_of_Italy
qstr_Union_of_British_Sta Union_of_British_States
qstr_Austro_Hungarian_Rep Austro-Hungarian_Republic
qstr_Civil_war_in_{s1}!_M Civil_war_in_{s1}!_Multiple_miltiary_commanders_of_{s1}_have_resigned_their_oath_and_joined_new_formed_{s2}_in_support_of_socialist_revolution.
qstr_1 1
qstr_3 3
qstr_Civil_war_in_{s1}!_Mu Civil_war_in_{s1}!_Multiple_miltiary_commanders_of_{s1}_have_resigned_their_oath_and_joined_newly_formed_{s2}_in_support_of_socialist_revolution.
qstr_overall_places_{reg1 overall_places_{reg1}
qstr_State_industry_subsi State_industry_subsidization_:^-{reg10}_$
qstr_Republic_of_Spain Republic_of_Spain
qstr_Iranian_Socialist_So Iranian_Socialist_Soviet_Republic
qstr_Socialist_{s50} Socialist_{s50}
qstr_At_noon_when_the_de At_noon,_when_the_demonstration_leader_was_making_a_speech_about_their_demands_infront_of_the_crowd_of_protesters,_troops_and_policemen_entered_the_scene_to_disperse_the_crowd._Unfortunately,_the_government_ordered_the_dispersion_with_a_violent_way._Then,_soldiers_opened_fire_on_the_protesters,_killing_and_wounding_many_people._Others,_tried_to_flee_from_the_scene,_ran_either_wounded_or_dying._Few_managed_to_hide_from_the_law_enforcement_and_the_dispersion_is_successful._The_government_quickly_received_backlashes_from_peace_organizations,_socialists_and_even_foreign_countries_alike,_thus_souring_foreign_relations.^^Effects:_Socialist_movement_radicalism_increased_by_10%.
qstr__{s1}_triumphs_over_ _{s1}_triumphs_over_victory_of_socialist_revolution.^^_Effects:_socialist_parties_around_the_worlds_gain_influence.
qstr__{s1}_triumphs_over_v _{s1}_triumphs_over_victory_against_revolutionaries.
qstr_Civil_war_is_over_in Civil_war_is_over_in_{s1}!_{s2}_has_been_fully_defeated.{s3}
qstr__{s1}_triumphs_over_vi _{s1}_triumphs_over_victory_of_socialist_revolution.^Effects:_Socialist_parties_around_the_worlds_gain_influence.
qstr_Rebellion_in_{s1}:_t Rebellion_in_{s1}:_took_up_arms_and_are_attacking_the_government_army!
qstr_Government_of_{s1}_i Government_of_{s1}_is_willing_to_suppress_uprising_with_force_in_the_following_few_days,_officials_say.
qstr_Rebellion_in_{s1}:_r Rebellion_in_{s1}:_rebels_took_up_arms_and_are_attacking_the_government_army!
qstr_Jacobin_riot_in_{s1} Jacobin_riot_in_{s1}!_Initially_peaceful,_protest_demonstration_turned_into_angry_crowd_destroying_everything_on_their_way_in_{s2}.
qstr_{s1}:_Peaceful_demons {s1}:_Peaceful_demonstration_in_support_of_liberal_reforms!_Citizens_of_{s2}_gathered_on_the_main_square_of_the_city,_calling_on_the_government_to_create_parliament_with_universal_equal_suffrage.
qstr_{s1}_in_{s2};^ {s1}_in_{s2};^
qstr_{s1}:_Worker_unions_h {s1}:_Worker_unions_have_called_for_a_general_strike!_United_in_protest,_workers_have_joined_the_picket_lines_in:^{s3}{s4}{s5}{s6}{s7}
qstr_Civil_war_in_{s1}!_Mul Civil_war_in_{s1}!_Multiple_miltiary_commanders_of_{s1}_have_resigned_their_oath_and_joined_newly_formed_{s2}_in_support_of_democratic_revolution.
qstr_Days_after_peaceful_p Days_after_peaceful_protests_began,_backlashes_from_many_organizations,_still_not_yet_bore_a_fruit._The_government_decided_to_ignore_the_demands_from_the_protesters._The_government_has_only_given_them_pain_instead_of_listening_them_for_fair_investigations,_leading_to_more_and_more_widespread_protests_across_the_country._And_now,_the_government_has_two_decision,_whether_to_comply_or_just_simply,_refuse.^^Effects:_Liberal_movement_popularity_increased_by_10%.
qstr_After_hearing_about_t After_hearing_about_the_protests,_being_a_nuisance_for_the_government,_the_government_decided_to_dispatch_some_policemen_to_disperse_the_crowd_of_protesters_by_non-lethal_means._They_tried_to_disperse_the_crowd_with_whips_and_baton_and_it_resulted_in_a_success._Some_of_the_protesters_thrown_rocks_and_debris_to_the_officers_but_all_of_them_have_been_arrested_in_the_following_afternoon._The_last_of_the_protesters_finally_dispersed_after_some_of_the_demonstration_leaders_escaped_the_scene.^^Effects:_Liberal_movement_popularity_increased_by_5%._Liberal_movement_radicalism_increased_by_3%.
qstr_At_noon_when_the_demo At_noon,_when_the_demonstration_leader_was_making_a_speech_about_their_demands_infront_of_the_crowd_of_protesters,_troops_and_policemen_entered_the_scene_to_disperse_the_crowd._Unfortunately,_the_government_ordered_the_dispersion_with_a_violent_way._Then,_soldiers_opened_fire_on_the_protesters,_killing_and_wounding_many_people._Others,_tried_to_flee_from_the_scene,_ran_either_wounded_or_dying._Few_managed_to_hide_from_the_law_enforcement_and_the_dispersion_is_successful._The_government_quickly_received_backlashes_from_peace_organizations,_socialists_and_even_foreign_countries_alike,_thus_souring_foreign_relations.^^Effects:_Liberal_movement_radicalism_increased_by_10%.
qstr_As_the_riot_went_wides As_the_riot_went_widespread,_the_government_dispatched_police_units_to_calm_down_the_situation,_they_tried_to_suppress_the_riot_with_as_little_casualty_as_possible_by_mostly_non-lethal_means._The_riot_has_been_ended_but_both_police_units_and_rioters_suffered_casualties._Among_the_casualties,_(number)_were_killed_and_(number)_wounded_in_the_riot.^^Liberal_movement_popularity_decreased_by_5%,_radicalism_increased_by_5%.
qstr_As_the_riot_went_widesp As_the_riot_went_widespread,_the_government_dispatched_police_units_to_suppress_the_rioters,_they_used_deadly_force_against_the_rioters._The_rioters_suffered_many_casualties_and_some_fled_the_scene,_only_ended_up_getting_caught_hours_later._In_the_incident,_(number)_died_and_(number)_suffered_wounds_during_the_riot._^^Liberal_movement_popularity_decreased_by_10%,_radicalism_increased_by_10%.
qstr_After_negotiations_o After_negotiations_of_government_officials_with_rebellion_leaders,_the_problem_was_peacefully_settled._Parliament_was_established,_signifying_victory_of_democratic_activists.
qstr_{s50} {s50}
qstr_Russian_Republic Russian_Republic
qstr_Austro_Hungarian_Dem Austro-Hungarian_Democratic_Republic
qstr_People_s_Republic_of People's_Republic_of_Belgium
qstr_First_Spanish_Republ First_Spanish_Republic
qstr_British_Republic British_Republic
qstr_Federal_Republic_of_ Federal_Republic_of_Germany
qstr_Republic_of_Belgium Republic_of_Belgium
qstr_Republic_of_Netherla Republic_of_Netherlands
qstr_Imperial_State_of_Ir Imperial_State_of_Iran
qstr_People_s_United_Prov People's_United_Provinces
qstr_Your_party_laws: Your_party_laws:
qstr_Voting_Franchise: Voting_Franchise:
qstr_Nomination_Rules: Nomination_Rules:
qstr_Ruling_Party_Influenc Ruling_Party_Influence:
qstr_Harassment Harassment
qstr_Non_secret_ballot Non-secret_ballot
qstr_Secret_ballot Secret_ballot
qstr_Executive_Branch_Pos Executive_Branch_Posts:
qstr_Appointed_by_state Appointed_by_state
qstr_Executive_Branch_Post Executive_Branch_Posts
qstr_Appointed_by_State Appointed_by_State
qstr_Press_Censorship: Press_Censorship:
qstr_Trade_Unions: Trade_Unions:
qstr_Public_Meetings: Public_Meetings:
qstr_Authorized_Only Authorized_Only
qstr_Child_Labour: Child_Labour:
qstr_Famine:_{reg4}% Famine:_{reg4}%
qstr_Administration_effic Administration_efficiency:_{reg10}%
qstr_Your_government_type_ Your_government_type_does_not_allow_state_to_build_factories_of_this_type.
qstr_amount_to_buy_{reg0} amount_to_buy_{reg0}_bought_amount_{reg1}_ratio_flour_{reg2}
qstr_Infrastructure_level Infrastructure_level_of_{s1}_is_{reg2}.{reg3},_damaged_to_{reg4}.{reg5}.
qstr_Infrastructure_level_ Infrastructure_level_of_{s1}_is_{reg2}.{reg3}.
qstr_+{reg6} +{reg6}
qstr_{reg6} {reg6}
qstr_Infrastructure_level_o Infrastructure_level_of_{s1}_is_{reg2}.{reg3},_damaged_to_{reg4}.{reg5}_({s3}_per_year).
qstr_Infrastructure_level_of Infrastructure_level_of_{s1}_is_{reg2}.{reg3}_({s3}_per_year).
qstr_{reg7}.0{reg8} {reg7}.0{reg8}
qstr_{reg7}.{reg8} {reg7}.{reg8}
qstr_+{s3} +{s3}
qstr_Infrastructure_level_of_ Infrastructure_level_of_{s1}_is_{reg2}.{reg3},_damaged_to_{reg4}.{reg5}_({s4}_per_year).
qstr_Infrastructure_level_of_{ Infrastructure_level_of_{s1}_is_{reg2}.{reg3}_({s4}_per_year).
qstr_VP_of_{s1}_against_{ VP_of_{s1}_against_{s2}_are_{reg10}
qstr_create_random_war_pe create_random_war_peace_{s1}_{s2}
qstr_{reg0}_{reg60} {reg0}_{reg60}
qstr_Enemy_is_{s3} Enemy_is_{s3}
qstr_Ally_is_{s3} Ally_is_{s3}
qstr_Infrastructure_level_of_{s Infrastructure_level_of_{s1}_is_{reg4}.{reg5},_damaged_to_{reg2}.{reg3}_({s4}_per_year).
qstr_{s4}_per_day {s4}_per_day
qstr_{s4}_per_year {s4}_per_year
qstr_Infrastructure_level_of_{s1 Infrastructure_level_of_{s1}_is_{reg4}.{reg5},_damaged_to_{reg2}.{reg3}_({s5}).
qstr_Infrastructure_level_of_{s1} Infrastructure_level_of_{s1}_is_{reg2}.{reg3}_({s5}).
qstr_People_s_Republic_of_ People's_Republic_of_Denmark
qstr_People_s_Republic_of_S People's_Republic_of_Sweden
qstr_Republic_of_Denmark Republic_of_Denmark
qstr_Republic_of_Sweden Republic_of_Sweden
qstr_{s9} {s9}
qstr__This_village_and_the _This_village_and_the_surrounding_lands_belong_to_your_country.
qstr_North_German_Confeder North_German_Confederation_is_formed.
qstr_German_Empire_is_for German_Empire_is_formed.
qstr_Adding_division_in_{ Adding_division_in_{s1}
qstr_Removing_division_in Removing_division_in_{s1}
qstr_French_Commune French_Commune
qstr_Association_of_Auton Association_of_Autonomous_States
qstr_Austrian_Soviet_Repu Austrian_Soviet_Republic
qstr_Italian_Union Italian_Union
qstr_Soviet_Germany Soviet_Germany
qstr_Turkish_People_s_Rep Turkish_People's_Republic
qstr_British_Union British_Union
qstr_People_s_Republic_of_Sp People's_Republic_of_Spain
qstr_People_s_Democratic_ People's_Democratic_Republic_of_Tunisia
qstr_Commune_of_Naples Commune_of_Naples
qstr_United_Cantons United_Cantons
qstr_People_s_Republic_of_E People's_Republic_of_Egypt
qstr_Moroccan_Commune Moroccan_Commune
qstr_People_s_Republic_of_P People's_Republic_of_Portugal
qstr_People_s_Republic_of_O People's_Republic_of_Oman
qstr_Danish_Civil_Union Danish_Civil_Union
qstr_Roman_Commune Roman_Commune
qstr_People_s_Commonwealt People's_Commonwealth_of_Socialist_States
qstr_Afghan_Democratic_Re Afghan_Democratic_Republic
qstr_Bukharan_People_s_So Bukharan_People's_Soviet_Republic
qstr_Khorezm_People_s_Sov Khorezm_People's_Soviet_Republic
qstr_Democratic_Republic_ Democratic_Republic_of_Greece
qstr_Romanian_People_s_Re Romanian_People's_Republic
qstr_Belgian_Commune Belgian_Commune
qstr_Wurttemberg_Soviet_R Wurttemberg_Soviet_Republic
qstr_Soviet_Serbia Soviet_Serbia
qstr_Bavarian_Soviet_Repu Bavarian_Soviet_Republic
qstr_Soviet_Norway Soviet_Norway
qstr_Westphalian_Soviet_R Westphalian_Soviet_Republic
qstr_Republic_of_the_Arab Republic_of_the_Arabian_Assembly
qstr_Arabian_Republic Arabian_Republic
qstr_DETACH_{s1} DETACH_{s1}
qstr_Upper_Class___Aristoc Upper_Class_-_Aristocracy_(former)
qstr_Upper_Class___Bourgeo Upper_Class_-_Bourgeoisie_(former)
qstr_State_industry_incom State_industry_income:^+{reg10}_$
qstr_State_industry_expen State_industry_expenses:^{reg10}_$
qstr_Urban_industry_of_th Urban_industry_of_this_region_was_nationalised,^which_means_that_factories_output_is_decreased^depending_on_administration_efficiency.^^With_current_administration_efficiency_of_{reg1},^factories_output_is_decreased_by_{reg2}.
qstr_Rural_industry_of_th Rural_industry_of_this_region_was_nationalised,^which_means_that_raw_resources_output_is_decreased^depending_on_administration_efficiency.^^With_current_administration_efficiency_of_{reg1},^resources_output_is_decreased_by_{reg2}.
qstr_Industrialization_ca Industrialization_campaign_is_now_in_progress,_which_means_that_urbanization_process_is_4_times_faster,_quality_of_life_of_rural_population_is_decreased_by_5%,_and_administration_efficiency_is_decreased_by_5%.
qstr_Government_type_of_t Government_type_of_this_country_does_not_allow_you_to_build_factories.
qstr_Urban_industry_of_thi Urban_industry_of_this_region_was_nationalised,^which_means_that_factories_output_is_decreased^depending_on_administration_efficiency.^^With_current_administration_efficiency_of_{reg1}%,^factories_output_is_decreased_by_{reg2}%.
qstr_Rural_industry_of_thi Rural_industry_of_this_region_was_nationalised,^which_means_that_urban_famine_level_is_decreased_in_3_times^but_raw_resources_output_is_decreased^depending_on_administration_efficiency.^^With_current_administration_efficiency_of_{reg1}%,^resources_output_is_decreased_by_{reg2}%.
qstr_Industrialization_cam Industrialization_campaign_is_now_in_progress,^which_means_that_urbanization_process^is_4_times_faster,_quality_of_life_of_rural_population^is_decreased_by_5%,_and_administration_efficiency^is_decreased_by_5%.
qstr_Urban_industry_of_this Urban_industry_of_this_region_was_nationalised,^which_means_that_factories_budget_is_consolidated^with_national_budget,_factories_output_is_decreased^depending_on_administration_efficiency,_and_all^capitalist_development_of_region_such_as_investitions_are_ceased.^^With_current_administration_efficiency_of_{reg1}%,^factories_output_is_decreased_by_{reg2}%.
qstr_Rural_industry_of_this Rural_industry_of_this_region_was_nationalised,^which_means_that_urban_famine_level_is_decreased_in_3_times^but_raw_resources_output_is_decreased^depending_on_administration_efficiency.^Quality_of_life_of_rural_population_is_decreased_by_20%^^With_current_administration_efficiency_of_{reg1}%,^resources_output_is_decreased_by_{reg2}%.
qstr_Industrialization_camp Industrialization_campaign_is_now_in_progress,^which_means_that_urbanization_process^is_4_times_faster,_quality_of_life_of_population^is_decreased_by_20%,_and_administration_efficiency^is_decreased_by_5%.
qstr_{s1}:_Anti_war_prote {s1}:_Anti-war_protesters_are_demonstrating_in_{s2},_demanding_to_put_an_end_to_the_ongoing_armed_conflict_between_their_nation_and_{s3}.
qstr_Revolution_in_{s1}!_ Revolution_in_{s1}!_Jacobin_radicals_have_overthrown_the_national_government_and_declared_a_new_state_named_{s2}_in_the_early_hours_of_the_day._The_military_has_refused_to_surrender,_and_the_nation_is_now_embroiled_in_a_brutal_civil_war.
qstr_Revolution_in_{s1}!_S Revolution_in_{s1}!_Socialist_radicals_have_overthrown_the_national_government_and_declared_a_new_state_named_{s2}_in_the_early_hours_of_the_day._The_military_has_refused_to_surrender,_and_the_nation_is_now_embroiled_in_a_brutal_civil_war.
qstr_Unable_to_suppress_t Unable_to_suppress_the_revolt,_the_rebellion_has_spread_to_other_cities._Society_has_been_split_in_two,_liberals_demanding_the_immediate_disposition_of_the_government,_and_reactionaries_calling_for_the_immediate_jackbooted_obliteration_of_the_liberal_rebellion._Martial_law_has_been_declared,_and_Habeas_Corpus_has_made_way_for_summary_executions_in_the_streets_and_villages.
qstr_PPS_Faction_iteration PPS_Faction_iteration
qstr_faction_calculate_pp faction_calculate_pps_pes_slots
qstr_Position:_at_will Position:_at_will
qstr_mesh_pbs_pronemode1 mesh_pbs_pronemode1
qstr_Position:_always_cro Position:_always_crouch
qstr_mesh_pbs_pronemode2 mesh_pbs_pronemode2
qstr_Position:_always_pro Position:_always_prone
qstr_mesh_pbs_pronemode3 mesh_pbs_pronemode3
qstr_Position:_mixed Position:_mixed
qstr_mesh_pbs_pronemode4 mesh_pbs_pronemode4
qstr_{s1}^^This_togglable {s1}^^This_togglable_ability_allows_to_choose_position_for_company:^at_will,_always_crouch_or_always_prone._While_crouch^and_prone_positions_reduce_damage_incoming^from_shell_explosions,_they_can_close_view_in_front_of_soldiers,^interrupting_shooting.^Company_types:_any_infantry_company.
qstr_Under_Fire^^Assault_ Under_Fire^^Assault_Tactics
qstr_Under_Fire^Assault_T Under_Fire^Assault_Tactics
qstr_pbs_pronemode1 pbs_pronemode1
qstr_pbs_pronemode2 pbs_pronemode2
qstr_pbs_pronemode3 pbs_pronemode3
qstr_pbs_pronemode4 pbs_pronemode4
qstr_pbs_activeability_pr pbs_activeability_pronemode1
qstr_pbs_activeability_pro pbs_activeability_pronemode2
qstr_pbs_activeability_pron pbs_activeability_pronemode3
qstr_pbs_activeability_prone pbs_activeability_pronemode4
qstr_{s1}^^This_toggleabl {s1}^^This_toggleable_ability_allows_to_choose_position_for_company:^at_will,_always_crouch_or_always_prone._Prone^position_reduces_damage_incoming_from_shell_explosions,^but_it_can_close_view_in_front_of_soldiers,^interrupting_shooting.^Company_types:_any_infantry_company.
qstr_Volunteer_army Volunteer_army
qstr_Limited_conscription Limited_conscription
qstr_Extended_conscriptio Extended_conscription
qstr_Wide_conscription Wide_conscription
qstr__{reg2}%_to_quality_ -{reg2}%_to_quality_of_life
qstr_Conscription_policy: Conscription_policy:_{s1}%
qstr_Army_reinforcements_ Army_reinforcements_rate:
qstr__{reg2}%_workers -{reg2}%_workers
qstr_Reserves: Reserves:
qstr_{reg1}/{reg2}_men {reg1}/{reg2}_men
qstr_Conscription_policy:_ Conscription_policy:_{s1}
qstr__{reg3}%_workers -{reg3}%_workers
qstr_Volunteer_army^_4%_o Volunteer_army^(4%_of_the_population)
qstr_Limited_conscription^ Limited_conscription^(10%_of_the_population)
qstr_Extended_conscription Extended_conscription^(20%_of_the_population)
qstr_Wide_conscription^_2 Wide_conscription^(25%_of_the_population)
qstr_{reg1}/{reg2}_men__+ {reg1}/{reg2}_men_(+{reg3}_per_day)
qstr_Volunteer_army^_3%_o Volunteer_army^(3%_of_the_population)
qstr_Military_management_ Military_management_is_only_available_to_faction_marshals.
qstr_ai_behavior_{reg1}_p ai_behavior_{reg1}_pas_timer_{reg2}_pas_lord_state_{reg3}
qstr_{s1}_s_marshal_ai_be {s1}'s_marshal_ai_behavior_{reg1}_pas_timer_{reg2}_pas_lord_state_{reg3}
qstr_{s1}_s_marshal:_ai_b {s1}'s_marshal:_ai_behavior_{reg1}_pas_timer_{reg2}_pas_lord_state_{reg3}
qstr_Heavy_Machine_Gun: Heavy_Machine_Gun:
qstr_Light_Machine_Gun: Light_Machine_Gun:
qstr_Sub_machine_Gun: Sub-machine_Gun:
qstr_Maxim_Gun Maxim_Gun
qstr_Maxim_Gun_M1910 Maxim_Gun_M1910
qstr_MG_08 MG-08
qstr_Hotchkiss_Mle_1914 Hotchkiss_Mle_1914
qstr_Schwarzlose_M._7 Schwarzlose_M._7
qstr_Vickers_Gun Vickers_Gun
qstr_M1917_Browning M1917_Browning
qstr_Lewis Lewis
qstr_Chauchat Chauchat
qstr_Madsen Madsen
qstr_MG_08/15 MG_08/15
qstr_Hotchkiss_M1909 Hotchkiss_M1909
qstr_MP_18 MP-18
qstr_Fedorov Fedorov
qstr_Beretta_1918 Beretta_1918
