dlga_member_kingsupport_2:member_kingsupport_2a|{s21}
dlga_member_kingsupport_2a:member_kingsupport_3|{s21}
dlga_member_kingsupport_2a:do_member_trade|{s21}
dlga_member_kingsupport_3:member_kingsupport_3a|{s21}
dlga_member_kingsupport_3a:member_kingsupport_4|Nagyon jó. Tedd ezt!
dlga_member_kingsupport_3a:do_member_trade|Jobban meggondolva, mégis maradj velem egy ideig.
dlga_member_kingsupport_4:close_window|Akkor hát isten veled, {s21}, egy időre.
dlga_member_intelgathering_1:member_intelgathering_3|{s21}
dlga_member_intelgathering_3:member_intelgathering_3|Természetesen, erről minél kevesebben tudjanak. Ha be akarod gyűjteni az információt, vagy ki akarsz vinni innen, ne hírnököt küldj. Gyere értem magad, akkor is, ha ehhez be kell lopóznod a kapukon keresztült.
dlga_member_intelgathering_3:member_intelgathering_4|Ragyogó ötlet. Tedd azt. Gyere értem személyesen, akkor is, ha keresztül kell lopóznod a kapukon.
dlga_member_intelgathering_3:do_member_trade|Igazából, most maradj távol.
dlga_member_intelgathering_4:close_window|Jó. Öt napon belül kell jelentenem róla. Akkor hát isten veled, {s21}, egy időre. 
dlga_merchant_quest_4_start:close_window|Itt az idő! Fel és támadás!
dlga_start:relative_saved_1a|Köszönöm! Köszönöm {Uram/Úrnőm}, hogy megmentett a gonosztól! {s9} környékén élő fivérem küldött utánuk?
dlga_relative_saved_1a:close_window|Igen. Mondtam neki, hogy megkereslek. Javaslom, hogy most a lehető leghamarabb térj vissza a családodhoz. Útközben légy nagyon óvatos
dlga_start:bandit_leader_1a|Ne tedd! Kíméld meg az életemet! Engedj utamra és örökre elmegyek innen! Ezentúl csak tisztességesen fogok kereskedni és soha többé nem hallasz felőlem!
dlga_bandit_leader_1a:bandit_leader_1b|Meghagyom az életedet -- de cserébe információkat kérek tőled. Te, vagy a társaid elraboltátok egy neves kalmár fivérét. Áruld el, hogy hová vittétek és add a szavadat, hogy soha többé nem háborgatjátok a környék lakóit. Ha megteszed, szabadon elmehetsz.
dlga_start:looter_leader_1|Mit akarsz?
dlga_looter_leader_1:looter_leader_2|Téged kerestelek. Mondd meg, hogy hol tartjátok a foglyokat és elengedlek.
dlga_looter_leader_1:close_window|Semmi. Békén hagyunk.
dlga_looter_leader_2:looter_leader_3|Ah! A foglyok csak akkor mehetnek el, ha kifizeted a váltságdíjat! Hoztál ezüstöt?
dlga_looter_leader_3:close_window|Nem, viszont van nálam vas.
dlga_bandit_leader_1b:close_window|Legyen áldott, {Uram/Úrnőm}! Áldás önre! Sértetlenül megmenekült! {s9} mellett van, a rejtekhelyünkön. Leírom a környéket, úgy könnyű lesz odatalálni.
dlga_start:rescue_prisoner_succeed_2|{playername}, hát megmentetted! Hálám örökké tiéd ezért a szivességért. Kérlek, fogadd el ezt fizetségül nemes tettedért.
dlga_rescue_prisoner_succeed_2:lord_pretalk|Mindig megtiszteltetés szolgálni, {s65}.
dlga_start_up_quest_1_next:close_window|Minden rendben van? De legalább életben vagy... Viszont egyáltalán nem biztos, hogy ugyanezt mondhatom a cimborádról. De legalább eggyel kevesebb tolvaj járkál az utcán éjszaka, bár a jó ég tudja, hogy ő volt-e az utolsó... Így viszont segíthetsz nekem valamiben. A többit majd bent beszéljük meg, itt kint sosem tudhatjuk, hogy ki hallgatózik.
dlga_start:merchant_quest_2a|Ragyogó! Elegendő embert toboroztál a banditák megtámadásához. A(z) {s9} közelébe érkező kalmárok mondták, hogy a városon kívül egy kisebb csoport fosztogat. Valószínűleg ugyanaz a banda, mint akik elrabolták a testvéremet. Kapd el és győzd le őket; szedd ki belőlük a fivérem hollétét!
dlga_start:merchant_quest_3a|Megtudtad, hogy hová rejtették a testvéremet? Kitűnő! A ragyogó emberismeretem azt sugallja, hogy te vagy az én emberem erre a feladatra. Most menj és mentsd ki a hitvány rejtekéből!
dlga_start:merchant_quest_3b|Szóval... A fivérem biztonságban van. Azt viszont már nem tudom, hogy most mi legyen vele. Talán egyetemre kellene küldeni, Calradián kívülre. Ha ott beverik a fejét, senki sem mondhatja majd, hogy az én hibám volt. De ez már ne a te gondod legyen. Íme a jutalmad másik része, megdolgoztál érte.
dlga_merchant_quest_3b:merchant_quest_4a|A pénzt köszönettel fogadom, örömmel voltam szolgálatodra.
dlga_merchant_quest_4a:merchant_quest_4b|Remek! És most... szeretnél még többet keresni?
dlga_merchant_quest_4b:merchant_quest_4b1|Talán. Mire lenne szükséged?
dlga_merchant_quest_4b1:merchant_quest_4b2|Talán még emlékszel, mondtam már, hogy a banditáknak a falakon belül is van egy szövetségese. Van egy sejtésem, hogy kiről van szó. Nem kisebb ember, mint az őrkapitány. Néhány hónappal ezelőtt a határokon át kereskedő kalmárok busás hasznát látva úgy döntött, hogy szövetkezik egy karavánnal. Sajnos elkövette a kezdők egyik nagy hibáját, nem vette figyelembe, hogy a nagy pénz nagy kockázattal jár. A teljes vagyonát a legdrágább árucikkekbe fektette. A karavánt persze megtámadták, kirabolták és mindenét elveszítette.
dlga_merchant_quest_4b2:merchant_quest_4b3|Mindezek után úgy tűnik, hogy a kapitány szeretné újból maga felé fordítani a szerencsét, és még attól sem riadt vissza, hogy cselszövőnek álljon. Ha ekkora adósságba és veszteségbe keverednék, az ég a megmondhatója, talán én is hasonlóba vágnék. A kapitány pénze megér annyit, hogy néhány tolvajt és fosztogatót fogadjon fel. De nem állt meg itt, sokukat hívta magához. A városba hozza őket, szabad kezet ad neki, majd később osztoznak a zsákmányon. Hallottál már a vadorzóról, akiből vadőr lett? Itt, Calradiában sajnos ez pont fordítva működik, néha az őrből lesz orzó. Szerencsére akad még néhány bátor és őszinte lelkű ember az őrségben, akik a tudomásomra juttatták a történteket.
dlga_merchant_quest_4b3:merchant_quest_4b4|Nos, a tervem a következő. Felhívom a város ura, {s4} figyelmét az esetre. Óvatosnak kell lenni, mert ezzel az őrkapitánya ellen emelem fel a szavam. A bizonyítékokat és a tanúkat eltüntetheti, vagy akár az egész feledésbe is merülhet, mihelyt újra ellenség lépi át a határt. A végén még én kerülhetek bajba, könnyen kaphatok egy kést a bordáim közé. Látod, háború idején a király tekintete a távolba néz, míg a birtokai szenvednek. Viszont van egy másik ötletem is. Összeszedtem néhány helybelit, néhányan az én alkalmazásomban állnak, a többieknek pedig rokonait ragadták el ezek a banditák. Megrohamozzuk a kapitány házát, és láncra verve visszük {s4} elé. Reméljük, hogy néhány elfogott banditával igazolni tudjuk a történteket.
dlga_merchant_quest_4b4:merchant_quest_4b5|Ám mindehhez egy vezérre van szükségem, aki a csatába vezeti a kis seregemet. Nálad alkalmasabbat nem is tudnék elképzelni. Szóval, mit mondasz?
dlga_merchant_quest_4b5:merchant_quest_4b6|Honnan tudhatom, hogy igazat mondtál-e?
dlga_merchant_quest_4b6:merchant_quest_4b7|Értem. Tegyük fel, hogy összeszedtem egy tucatnyi banditát, akik egy erre utazó ismeretlen kezébe tennék az életüket, hogy {s4} embereire törjenek... Azt hiszem, nem lehetsz teljesen biztos a szavamban, de szerintem mostanra már látod, hogy mire is jó a pénzem. Ha megteszed nekem ezt a kis szívességet, a végén még 100 dénár, vagy talán még egy kicsit több üti a markodat. Mi a válaszod?
dlga_merchant_quest_4b7:merchant_quest_4b8|Rendben, vezetem az embereidet.
dlga_merchant_quest_4b7:merchant_quest_4_decline|Elnézést, de ez túl sok és túl gyors. Egy kis időre van szükségem, hogy átgondoljam.
dlga_merchant_quest_4b8:merchant_quest_4b9|Kitűnő! Régen tettem már fel ennyit egy dobásra és őszintén mondom, nagyon boldoggá tett! Az embereim csak a szavadra várnak! Felkészültél?
dlga_merchant_quest_4b9:merchant_quest_4_accept|Igen, add meg a jelet.
dlga_merchant_quest_4b9:merchant_quest_4_decline|Most nem. Pihennem kell, mielőtt újra harcba indulnék.
dlga_merchant_quest_4_accept:close_window|Helyes! És most, csapjunk le gyorsan és keményen és a kapitány emberei nem fogják tudni, hogy ki támadta meg őket! Az ég legyen velünk!
dlga_merchant_quest_4_decline:close_window|Rendben. Még várhatunk az embereimmel. Ha túl sokáig húzódozol, nélküled kell befejeznünk, amit elkezdtünk. Én lennék a leghálásabb, ha csatlakoznál hozzánk. És most pihenj annyit, amennyire csak szükséged van.
dlga_merchant_quest_2a:close_window|Rendben! Vadásszunk banditákra!
dlga_merchant_quest_2a:merchant_quest_2a_whynotcome|Miért nem tartasz velünk?
dlga_merchant_quest_2a_whynotcome:merchant_quest_2a|Mert azért fizetek, hogy te járj a végére. Ez volt a rövid válaszom. A hosszabb az, hogy néhány dolgot még el kell rendeznem itt a városban és nekem is ugyanakkora esélyem van rá, hogy megütöm a bokámat, mint neked. De azért köszönöm a kérdésedet. Mi a válaszod?
dlga_merchant_quest_2a:close_window.1|Most nem tudok ezzel foglalkozni.
dlga_merchant_quest_3a:close_window|Rendben. Indulok is, hogy megtámadjam őket a búvóhelyükön! Megkeresem a fivéredet!
dlga_merchant_quest_3a:close_window.1|Most nem tudok ezzel foglalkozni.
dlga_start:merchant_quest_persuasion|Tégy, ahogy akarsz, {Uram/Úrnőm}, de most csalódtam. Jól tennéd, ha újra átgondolnád a döntésedet. Gazdag ember vagyok, aki boldogan mutatná a háláját pénzben is.
dlga_merchant_quest_persuasion:merchant_quest_1_prologue_3|Meggyőzőek az érveid, segítek.
dlga_merchant_quest_persuasion:merchant_quest_2|Meggyőzőek az érveid, segítek.
dlga_merchant_quest_persuasion:merchant_quest_3|Meggyőzőek az érveid, segítek.
dlga_merchant_quest_persuasion:merchant_quest_4b8|Meggyőzőek az érveid, segítek.
dlga_merchant_quest_persuasion:close_window|Mint mondtam, máshol fontosabb dolgom van.
dlga_merchant_quest_2:merchant_quest_2a|Most menj és küzdj meg a banditákkal!
dlga_merchant_quest_3:merchant_quest_3a|Most menj és támadd meg a banditák rejtekhelyét. Szabadítsd ki a testvéremet és mutasd meg ezeknek a semmirekellőknek, hogy mi vár arra, aki az én házamnak akar ártani!
dlga_start:close_screen|Ah, az égnek legyen hála. Hála az égnek! Biztonságban vagyok?
dlga_start:merchant_closing_statement_2|Ah... {playername}! A dolgok közel sem mentek a várakozásnak megfelelően. {s5} nem vette jó néven, hogy rést ütöttem a békén, viszont nagyon hálás, hogy eltüntettük a tisztességes kapitányát. Sokat ér egy olyan őr feje, aki beengedte a banditákat. De nem várhatja, hogy én emlékeztessem a hibáira, a saját ügyeit magának kell elintéznie.
dlga_merchant_closing_statement_2:merchant_closing_statement_3|Ez nem igazán tűnik igazságosnak...
dlga_merchant_closing_statement_3:merchant_closing_statement_4|Igazságos?! Ez Calradia! A királyok azt tesznek, amit csak akarnak, mindenki más pedig úgy cselekszik, ahogyan kell. Nem kötött fel, és elegendő időt adott, hogy eladjam a birtokaimat. Még beszélt is a többi kereskedővel, hogy méltányos árat adjanak a termékeimért. Ez bőven bőkezű, bár a többi királyhoz hasonlóan ő is gyenge. A gyenge uralkodóknak pedig elsőként a hatalmukat kell félteniük, és csak utána jöhet az igazság. Azt hiszem, ha én lennék a helyében, hasonlóan cselekednék.
dlga_merchant_closing_statement_4:close_window|Nem dörgölném {s5} orra alá, hogy részt vettél ebben a kis ügyben, de már hallott rólad, és úgy döntött, hogy többet érsz annál, minthogy fellógasson. Ezért a döntéséért mindennap emelek a nevére egy poharat. Talán a későbbiekben még munkát is adhat neked. Vagy ha úgy döntesz, a kardodat egy riválisának a kezébe helyezheted. Akárhogy is legyen, remélem, hogy megtanultad, hogyan kell életben maradni egy vészterhes földön, és bízom benne, hogy a pénz, amit kerestél, nem megy veszendőbe. Sok szerencsét!
dlga_merchant_quests_last_word:close_window|Hamarosan elhagyom a várost. Örömömre szolgál, hogy megismerhettelek. Ég veled.
dlga_member_intel_liaison:member_intel_liaison_results|Mit tapasztaltál?
dlga_start:member_intel_liaison|Köszöntelek, idegen.
dlga_member_intel_liaison:close_window|Itt az ideje, hogy kivigyelek. A várost külön-külön hagyjuk el, de nem sokkal utána csatlakozz hozzám.
dlga_member_intel_liaison:close_window.1|Remek munkát végzel. Maradj itt még egy kicsit
dlga_member_intel_liaison_results:member_intel_liaison|{s11} Észrevettem, hogy az egyes urakról rendelkezel jegyzetekkel. Ezeket egyeztettem a saját megfigyeléseimmel.
dlga_member_fief_grant_1:member_fief_grant_2|Melyik birtokra gondoltál?
dlga_member_fief_grant_2:member_fief_grant_3|{s11}
dlga_member_fief_grant_2:do_member_trade|Felejtsd el. Nincs birtok, amit fel tudnék ajánlani.
dlga_member_fief_grant_3:close_window|{s5}
dlga_start:close_window.5|Induljunk, ha készen állsz!
dlga_start:close_window.6|Kérlek, {uram/hölgyem}, ne vesztegesd tovább időmet! Talán egyszer még keresztezik útjaink egymást.
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:close_window|Sajnos most nincs szükségem több emberre a seregemben.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Sajnálom, pillanatnyilag nem engedhetem meg magamnak.
dlga_start:companion_recruit_meet_again|Még találkozunk.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|Tehát... Mi történt veled legutóbbi találkozásunk óta?
dlga_companion_recruit_meet_again:close_window|Minden jót.
dlga_start:companion_recruit_secondchance|Igen?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|Elnézésedet kérem, ha korábban túl nyers voltam. Megismételnéd a történetedet?
dlga_companion_recruit_secondchance:close_window|Nem érdekes.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|Talán ismét hasznodat venném seregemben.
dlga_companion_recruit_backstory_delayed_response:close_window|Értesítelek, ha tudomásomra jut valami.
dlga_companion_recruit_signup_confirm:close_window|Nagyszerű! Adj pár percet, hogy felkészüljek, és mehetünk is.
dlga_start:companion_rehire|Ajánlatom, hogy ismét beállnék hozzád, még érvényes, ha szükséged lenne rám.
dlga_start:companion_rehire.1|Örülök, hogy élsz, {s5}! {s6}, és én nem tudtam, hogy elfogtak téged, lemészároltak, vagy elmenekültél. Azóta itt kóborlok, téged keresve. Foghatom a holmimat, és beállhatok ismét seregedbe?
dlga_start:companion_prison_break_chains|Azért jöttem, hogy kiszabadítsalak innen.
dlga_companion_prison_break_chains:close_window|Hála az égnek! Csakhogy sehova nem tudok menni ezekkel a bilincsekkel. Meg kell szerezned valahogy az őrtől a kulcsot.
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|Jó látni téged, {s5}. Az igazat megvallva reméltem, hogy összefutunk.
dlga_companion_was_dismissed:companion_rehire|{s5}. Szeretnéd, ha ismét beállnék seregedbe?
dlga_companion_rehire:companion_recruit_signup_confirm|Isten hozott ismét közöttünk, barátom!
dlga_companion_rehire:companion_rehire_refused|Sajnálom, jelenleg senkit nem áll módomban felfogadni.
dlga_companion_rehire_refused:close_window|Nos... Keress meg, ha meggondoltad magad, rendben?
dlga_start:companion_rehire.3|Szóval... Visszavársz?
dlga_minister_issues:minister_pretalk|Van itt valami, ami számot tarthat az érdeklődésedre. A(z) {s11} és {s12} közti cívódás már túlságosan kinőtte magát ahhoz, hogy eltekinthessünk tőle. Ha beavatkozol, azzal veszélyezteted valamelyik főurat, de ha nem teszel semmit, gyengének tűnhetsz. {Uram/hölgyem}, a királyság hálátlan feladatokkal jár.
